"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",-0.0715494236528571,-0.0819849393558286,0.852701056879489,0.860858051378005,0.00368717008366153,0.00363661214627944,-0.0539601121615098,-0.0992286224910835,0.7547928118085,0.789118694749174,0.00465489012492775,0.00464556927526793
"T-BART",-0.248474940284603,-0.352833679598891,1.74167953561731,1.81874994202214,0.00354504966995448,0.00364940381369611,-0.0613978170069334,-0.144182198621151,1.55067151202763,1.74215976212989,0.00459018110120556,0.00488750665103368
"X-BART",-0.0424018179199308,-0.0897444227012784,1.26209063667763,1.24982144535326,0.00364101699779429,0.00364955987166094,-0.0887031849143187,-0.146005849192637,1.27506009736381,1.31102326339689,0.0046118167764324,0.00471126744345036
"R-LASSO",-0.102307822508936,-0.0996783947856306,0.733392584995822,0.694199024771936,0.00374500748731381,0.00364885149375522,-0.200177725201544,-0.211945169300703,0.703819366374703,0.709940388566609,0.00462815487357095,0.00455110627674311
"R-BOOST",-0.171172304726934,-0.170781755036019,0.54893943939163,0.535751015106082,0.00379427159872289,0.00371449658145085,-0.369844660630242,-0.388425667327103,0.67095858657853,0.666737097229639,0.00455996474146273,0.00442461567055368
"CF",-0.0118207451165242,-0.011563798916079,0.572332285273025,0.538496050573583,0.00379705409112642,0.00370406079812088,-0.210846059511416,-0.229207711207162,0.635744407885613,0.62352179422446,0.00458076382079033,0.00444097730833485
"BCF",0.0495361406965147,0.00615047698087138,0.936597657482817,0.933055781425408,0.00366551474895229,0.00364236571959889,-0.00026125846866736,-0.032734371509477,0.90372593567414,0.913367520116564,0.00465687438317769,0.00463438005469737
"S-RF",-0.241352663703539,-0.30278365457892,2.39186914906192,2.22471826020988,0.00319593142157754,0.00366632785972733,0.0745028447594806,-0.119068966075094,2.26595261486997,2.18411893081153,0.00398229164400827,0.00501357488179111
"T-RF",-0.299967933212477,-0.356302343484035,2.46096189715268,2.30828487020279,0.00318661885613754,0.00366278393172722,0.0348864316496385,-0.174493344789516,2.30278888435223,2.22891594232325,0.00398712738135929,0.00504293102500089
"X-RF",0.0333398951249534,-0.00996229822553324,1.15984037570014,1.18121806177761,0.00365723524242802,0.00368800113693392,-0.0736441383498264,-0.167577126185036,1.23443836528548,1.31945868532706,0.00445093113580102,0.00461333649795157
